@relation data
@attribute Var81 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var193 numeric
@attribute Var207 numeric
@attribute Var218 numeric
@attribute churn numeric
@data
193996.8,33044.56,4,38,10,1,-1
42096.3,-141393.6,-30,38,10,1,-1
198800.1,-14186.16,-22,38,9,2,-1
4784.07,48662,32,38,10,2,-1
204057.9,-141587.2,-28,38,10,2,-1
16891.32,-38276.16,-0.39968,38,10,2,-1
213866.7,-278240.4,-0.39968,38,10,1,-1
15625.05,41109.6,4,38,10,2,-1
222486.3,120308,-0.39968,2,11,2,-1
66273.3,133070,4,13,9,2,-1
121410.3,93532,-30,7,11,2,-1
177043.8,-331978.8,6,2,10,2,-1
25258.05,-83118.4,-0.39968,38,10,2,-1
34468.8,201640,-0.39968,38,6,2,-1
181621.2,250393.2,-26,38,5,1,-1
262256.4,-280635.6,-8,38,10,2,-1
52127.7,-121302,32,38,10,1,-1
79689.91,-652224,4,38,9,2,-1
4953.57,-1052388,4,38,10,1,-1
225958.2,57960.4,16,38,5,2,-1
16607.94,-166506,-0.39968,38,10,1,-1
91685.018146058,-612420,4,38,6,1,-1
214928.4,64364,-24,7,5,2,-1
19235.07,90399.2,14,38,10,1,-1
67267.2,142861.6,14,38,10,2,-1
45723.3,102602,4,38,10,1,-1
2799.555,768.144,-30,38,10,2,-1
131807.4,-153278.608486739,12,38,10,1,-1
14833.29,-22628.28,4,38,6,1,-1
91685.018146058,-2355180,-30,38,10,1,-1
227413.2,71346.4,56,2,10,2,-1
203793.3,109766.4,-30,38,10,1,-1
20253.12,159442.4,56,38,10,1,-1
30452.7,139877.6,-0.39968,7,11,2,-1
774.942,-1157148,4,38,5,1,-1
98988.91,189988.8,4,2,10,1,-1
531,-153278.608486739,-0.39968,38,10,1,-1
17705.19,22629.84,-0.39968,2,10,2,-1
2029.5,-32252.8,-30,38,10,2,-1
24324.39,-1102584,-18,38,10,2,-1
27497.01,65166,8,38,10,2,-1
218151.9,177291.2,-0.39968,38,10,1,-1
16283.76,184914,-0.39968,37,5,1,-1
229086.6,137093.6,-28,7,8,2,-1
38895.9,274048.8,-0.39968,2,10,2,-1
232833.6,136308.4,16,38,10,2,-1
145721.1,-769728,-0.39968,38,6,1,-1
87792.59,241135.6,-0.39968,38,10,2,-1
85678.5,169372,-22,14,8,2,-1
134586.9,451844,16,38,10,1,-1
11102.85,8149,-0.39968,38,10,2,-1
232106.7,131438,4,38,7,2,-1
10320.81,108494,4,38,10,1,-1
191241.3,544588,-24,38,6,1,-1
60286.5,214216,-0.39968,30,5,2,-1
125981.1,102352.4,4,7,11,2,-1
15676.56,376231.2,-0.39968,38,10,2,-1
220731.9,146619.2,4,38,10,1,-1
213927,328356.8,4,38,10,1,-1
36998.4,-88705.6,-24,7,9,1,-1
5809.02,41007.2,-30,38,10,2,-1
33920.1,-416.856,4,38,10,2,-1
91685.018146058,-2265484,-18,38,10,2,-1
206492.1,-309154.8,-0.39968,38,10,2,1
209007.6,145980.4,-30,2,11,2,-1
151414.8,-67168.8,4,38,10,2,-1
86509.2,123503.6,14,38,10,2,-1
193042.5,294188,-26,38,9,1,-1
13311.15,298652,-0.39968,37,5,1,-1
116798.4,158442.4,4,38,10,1,-1
200699.7,122540,38,38,10,2,-1
41505.6,213439.2,14,7,6,2,-1
51264,241224,-0.39968,38,5,2,-1
51473.4,332875.6,12,38,10,2,-1
189627,101714,-30,38,10,2,-1
230801.7,366157.2,-0.39968,2,10,2,-1
22442.76,-115297.2,-30,7,6,2,-1
3053.1,-2576,36,38,6,1,-1
105417,231755.2,-0.39968,38,10,1,-1
192660.6,-178192,-4,38,10,1,-1
5557.59,8951.56,4,38,5,2,-1
210314.4,129637.6,-22,38,10,2,-1
33330.6,50959.2,-30,2,5,2,-1
19028.76,875.716,-0.39968,2,10,1,1
48202.5,74735.6,4,38,10,2,-1
191115.9,97670.4,-24,38,10,2,-1
83150.41,203356,6,38,10,1,-1
157976.1,390698.8,-0.39968,38,10,2,-1
12605.91,190588,-26,16,5,1,-1
91685.018146058,-40094,-20,38,10,2,-1
91685.018146058,-3531336,-0.39968,38,10,1,-1
71629.5,141454,4,2,10,1,-1
136180.2,-62107.6,4,38,10,1,-1
21719.01,23479,-0.39968,38,10,2,-1
19688.49,-1504872,-0.39968,37,5,2,-1
91685.018146058,-805540,4,38,6,1,-1
207081.3,33720.16,14,10,5,1,-1
154653,314107.6,4,38,10,2,-1
121402.8,-67526,10,38,10,1,-1
219084,76128.8,24,38,10,1,-1
91685.018146058,-5032360,-20,38,10,1.4655,-1
10859.85,-15591.84,4,38,10,2,-1
91685.018146058,-153278.608486739,24,2,11,1,1
45873.3,-898552,-20,38,10,2,-1
20704.53,142956.8,4,38,10,1,-1
91685.018146058,-1411520,-26,38,10,2,-1
3788.79,-143735.6,28,38,10,2,-1
2509.986,11256.72,14,38,10,1,-1
148768.2,138327.6,-30,38,10,1,-1
91685.018146058,175980.8,4,38,10,1,-1
152892.3,226859.2,-20,38,10,1,-1
2080.68,-144420,-0.39968,14,8,1.4655,-1
44054.7,388462.4,-0.39968,2,5,2,-1
206928,54873.2,-0.39968,38,10,1,-1
133059.3,98614.4,-16,38,6,1,-1
115872.9,205548,6,38,10,1,-1
212000.7,142521.6,4,2,10,2,-1
7762.59,-973996,-0.39968,2,10,1,-1
229697.1,136409.2,26,38,10,2,-1
253887.6,1416480,10,38,10,1,-1
13056.42,175758,-0.39968,38,10,1,-1
5101.47,-1843260,-16,16,5,1,-1
22431.84,-1431012,-22,7,11,1,-1
243504.9,-143613.2,4,38,10,1,-1
24537.54,-185313.6,-0.39968,38,10,2,-1
51475.2,-716968,-30,38,10,1,-1
11642.88,-566400,-0.39968,38,10,2,-1
3047.16,-1209708,-0.39968,2,5,2,-1
48053.1,154962.4,-0.39968,16,5,2,-1
156681.3,133890,-20,38,10,2,-1
181582.2,-300018.8,4,38,10,1,-1
150560.4,387643.2,24,26,5,1,-1
85097.41,110442.4,-0.39968,38,10,1,-1
243202.8,188656.4,20,38,10,1,-1
224682.3,93028.4,-26,38,10,1,-1
8527.92,57935.2,-30,38,10,1,-1
33495.6,500948,-2,38,10,1,-1
36041.1,-709072,-18,2,10,1,-1
4096.98,-4234.44,6,38,10,1,-1
15792.99,-1057544,-0.39968,32,5,1,-1
164362.5,49407.2,-0.39968,2,10,1,-1
23814.15,42232.8,-30,38,10,1,-1
218234.7,421528,-0.39968,38,10,2,-1
91685.018146058,-1004860,-18,38,6,2,-1
16661.43,278615.2,-0.39968,2,10,1,-1
90377.7,7775.72,66,38,10,1,-1
5532.54,-6912.44,16,7,8,1,-1
57289.8,365610.4,-0.39968,38,10,1,-1
73587.91,4751.56,66,7,5,2,-1
17948.34,213178.8,-0.39968,38,10,1,-1
4431.27,-1789540,-20,16,5,1,-1
91685.018146058,-486936,4,38,10,1,-1
206988.3,79159.6,4,38,5,1,-1
81800.7,485644,-0.39968,2,10,2,-1
200976,-132466,-0.39968,38,10,1,1
119225.1,36780,-0.39968,38,10,2,-1
179331.6,290975.6,-8,38,10,2,-1
240987.3,79342,4,38,6,1,-1
229447.5,108302.4,-20,38,10,1,-1
209968.2,200926,-0.39968,38,6,1,-1
4666.11,13090.56,36,38,10,1,-1
179965.8,78049.2,4,38,10,1,-1
14496.54,156086.4,4,38,10,1,-1
6301.29,101375.2,-0.39968,14,6,2,-1
214659,845360,-0.39968,38,10,1.4655,-1
211074.9,96043.6,36,38,10,1,-1
14108.7,-91532.4,-0.39968,38,10,1,-1
219791.7,40174.4,26,38,10,2,-1
91685.018146058,-153278.608486739,38,38,10,1.4655,-1
221304.6,-295714.4,30,38,10,1,-1
67077,-56149.6,-10,38,10,2,1
95051.7,282888.8,8,2,10,1,-1
211657.2,-1945.284,-0.39968,38,10,1,-1
2786.559,-29257.44,-30,2,10,2,-1
13141.62,-15858.72,28,14,8,2,-1
32774.4,471744,-0.39968,2,5,1,-1
19654.95,543316,8,13,9,1,-1
19212.6,-1260600,-22,2,10,1,-1
59340,-729436,-30,38,10,2,-1
66605.7,-274050.8,32,38,10,1,-1
36375,-280731.2,-0.39968,38,10,2,-1
10920.87,167953.2,4,38,10,1,-1
130404.6,365866.8,-24,38,10,1,-1
222016.5,113150.8,18,38,10,2,-1
65473.2,-288659.2,32,37,5,2,-1
218715,82328,-26,38,10,2,-1
5199,-1899132,-18,2,10,2,-1
230308.8,158911.6,-30,38,10,2,-1
171842.4,69666.8,-18,38,6,2,-1
54023.1,-95546,40,38,10,2,-1
91685.018146058,-1666832,4,7,9,1,-1
11831.91,1261200,-10,38,10,1,-1
221020.2,285411.6,-0.39968,38,10,1,-1
79899,-808516,-0.39968,2,6,2,-1
166683.9,657808,-0.39968,38,10,2,-1
180284.1,188330,4,38,10,1,-1
209034.9,150255.6,-0.39968,38,10,1,-1
19707.93,144549.2,16,38,10,1,-1
10794.54,392,50,38,6,1,-1
91685.018146058,-990996,-18,38,10,1,-1
201399.3,119852.4,6,38,10,2,-1
91685.018146058,-650508,-14,38,10,2,-1
91685.018146058,-2335996,-26,38,10,1,-1
47646.6,-153278.608486739,-0.39968,38,10,2,-1
54506.7,-71984.4,-20,2,10,2,-1
111231.9,701624,-0.39968,2,10,2,-1
3232.74,1483.144,4,38,6,1,-1
44092.8,-721644,-4,38,10,2,-1
158790.9,332707.2,-24,38,12,2,-1
34892.7,-1526620,-0.39968,38,10,1,-1
143076.9,50907.2,6,38,10,1,-1
91685.018146058,-153278.608486739,44,2,10,2,-1
265755.3,289565.6,-0.39968,38,10,1,1
180647.7,163793.2,-0.39968,38,10,1,-1
3413.25,583.6,4,38,10,2,-1
141760.5,-863104,4,2,10,2,-1
225025.8,46940,32,38,10,2,-1
24311.88,-463440,-8,2,10,1,-1
77136.91,127956,20,38,10,1,-1
182858.4,118112,12,38,10,1,-1
66055.8,-81635.6,34,38,11,2,-1
40806.3,-217725.6,-0.39968,2,10,1,-1
4758.87,-1501984,-22,38,10,2,-1
3484.11,-26025.56,-0.39968,38,5,1,-1
220244.4,53317.2,4,38,10,2,-1
16935.81,179846.8,-0.39968,38,6,1,-1
91685.018146058,-451528,-22,38,5,2,1
28771.5,558116,4,38,10,2,-1
88806,144033.6,6,7,8,2,-1
91685.018146058,-2783704,-20,38,10,1,-1
23791.2,504064,-20,38,10,1,-1
2758.374,25411.84,-30,38,10,1,-1
66351.91,118860,-0.39968,38,10,2,-1
57284.1,113572,-26,38,10,1,-1
88524,85888,-0.39968,2,10,2,-1
16467.87,303198,-30,38,10,1,-1
1874.898,-960616,4,7,10,2,-1
36217.8,-137740,-18,38,10,2,-1
23362.74,-381005.2,4,38,10,2,-1
15617.76,83019.6,-6,38,10,1,-1
40042.2,-105762,50,38,10,1,-1
91685.018146058,-153278.608486739,-0.39968,38,10,2,-1
127654.5,455028,-0.39968,38,10,1,-1
91685.018146058,-1056264,-18,38,10,2,-1
64192.5,147176,-0.39968,2,5,2,-1
238051.5,335220.4,12,38,10,2,-1
200121,172673.6,-22,38,10,2,-1
54748.2,-825372,-0.39968,38,10,2,-1
22221.57,280973.2,-0.39968,38,10,2,-1
60486.9,1312280,-30,38,10,1,-1
173892,96595.6,-28,38,10,1,-1
172188.6,-99.1428,4,38,9,1,-1
200646.9,-21676.72,-30,38,10,2,-1
193688.4,122117.2,-26,38,10,2,-1
70081.8,196227.6,-28,2,10,1,-1
14696.73,-70493.2,-30,38,10,2,-1
91685.018146058,-1895876,-20,38,10,2,-1
4724.01,7350,-0.39968,38,6,2,-1
12348.48,2770.284,16,7,5,2,-1
12002.1,53572.4,-0.39968,38,10,1,-1
103167.6,285818.4,-0.39968,2,5,1,-1
232921.5,153146,-30,38,10,2,-1
5196.69,50038.4,-0.39968,2,5,1,-1
225327.3,-20056.56,-24,38,10,1,-1
166101.6,149212.4,-0.39968,38,10,1.4655,-1
91685.018146058,-4813000,-0.39968,38,10,1,-1
9573.51,55840.4,-0.39968,38,10,2,1
143249.7,184386,14,38,10,1,-1
24756.75,47048.8,-0.39968,38,10,1,-1
59373.9,17197.16,46,47,11,2,-1
53809.5,-269257.6,12,38,10,2,-1
126866.4,448756,-0.39968,2,6,1,-1
12474.78,161576,38,2,10,1,-1
12306.93,-59255.2,-0.39968,37,5,2,-1
118588.5,-113069.6,-0.39968,2,10,1,-1
47701.5,-153278.608486739,56,38,10,2,1
91685.018146058,-646356,-30,38,10,1,-1
12835.5,-25787.72,-30,38,10,2,-1
8568.72,-292775.2,4,38,10,1,-1
137940.9,118899.6,4,38,10,1,-1
1795.482,20070.72,10,2,10,1,-1
40106.4,100975.2,4,38,10,2,-1
218216.4,-285649.2,-26,38,10,1,-1
23744.04,303783.6,-30,38,10,1,-1
222273.9,396876,-0.39968,38,10,2,-1
203862,688852,-26,38,10,1,-1
2927.811,-864924,4,38,10,2,-1
48360.3,74009.6,-24,38,10,2,-1
272500.5,-161342.4,-20,38,10,2,-1
59486.1,-103087.2,-20,38,10,2,-1
4356.21,12490.16,4,26,5,2,-1
91685.018146058,-477328,4,38,10,1,-1
191806.8,102227.2,-16,38,10,2,-1
22168.74,329750,-30,38,9,1.4655,-1
54478.8,154669.6,-0.39968,38,10,1,-1
235131.3,863484,-0.39968,2,10,1,-1
114318.3,-24549.84,-0.39968,2,10,2,-1
42865.2,220691.2,4,42,5,1,1
185259.3,57846.8,-0.39968,38,9,2,-1
6951.09,-104558.8,30,38,10,1,-1
11395.38,-1393844,-20,37,5,1,-1
32309.7,-1056324,-22,38,9,2,-1
239383.5,-427604,-18,38,10,2,-1
3049.26,8483.72,32,2,10,1.4655,-1
91685.018146058,-1572764,4,38,10,1,-1
18038.94,-354246,20,2,5,1,-1
111421.2,175134.4,-30,38,10,2,-1
273227.4,423460,4,38,10,1,-1
14305.23,18347.72,-0.39968,38,10,1,-1
175176,149299.6,-2,38,10,2,-1
203464.2,534524,-30,38,6,2,-1
206429.4,-577180,20,38,10,2,-1
7439.13,-22572.72,-0.39968,2,10,2,-1
86593.2,-214406,4,38,10,1,-1
10070.76,68147.6,4,38,10,2,-1
202312.2,190744,-24,38,10,2,-1
11468.97,-131304.4,4,38,10,2,-1
126883.5,162985.2,26,38,10,1,-1
91685.018146058,-511380,-8,25,10,2,-1
30140.7,-76294,32,38,10,2,-1
209640.3,190550,4,38,10,1,-1
206529,125282.4,-0.39968,38,10,1,-1
91685.018146058,-106218,-18,38,10,2,-1
91685.018146058,-1748156,-18,38,10,2,-1
196345.2,-801708,4,38,10,2,-1
102525,154557.6,-0.39968,2,5,2,-1
21101.28,-86382,-0.39968,38,9,1,-1
143540.4,-152589.6,-0.39968,38,10,1,-1
47844.3,51591.2,-0.39968,2,10,2,-1
5060.67,6837.56,8,38,6,1,-1
57350.4,221638.8,-0.39968,38,10,2,-1
68767.8,-959340,-0.39968,2,10,2,-1
191603.7,81423.2,30,38,10,2,-1
224837.1,152027.6,4,38,10,2,-1
270900.3,-498872,-20,38,10,1,-1
91685.018146058,-1404428,-8,38,10,2,1
91685.018146058,-552668,-20,7,9,1,-1
60582.3,-146989.2,-30,2,6,1,-1
31212.3,325391.2,-0.39968,38,10,1,-1
91685.018146058,-1985324,-18,38,10,2,-1
1523.151,41988.4,-0.39968,23,6,1,-1
91685.018146058,-1752088,-22,38,10,1,-1
91909.5,-753116,-0.39968,38,10,1,-1
41338.5,390736.8,38,38,10,1,-1
127236.6,90052,4,38,10,1,-1
184443.3,123188,-0.39968,38,10,2,-1
5971.95,-14667.16,-26,38,10,1,1
197065.2,169268,-0.39968,38,10,1,-1
54944.1,-408372,30,38,10,1,-1
91685.018146058,-1355548,-20,38,10,1,-1
181876.8,11114,-24,38,10,2,-1
26960.34,44364,4,38,5,1,-1
14269.32,2641.284,20,38,10,2,-1
34114.8,-288056.8,4,38,5,1,-1
21682.23,133778.4,68,38,10,2,1
91685.018146058,-1124428,-0.39968,38,10,1,-1
150146.4,152372.4,-0.39968,16,5,1,-1
13855.11,100858.4,4,38,10,1,-1
9501.689,46206.8,30,38,5,2,-1
14151.42,-50395.2,38,38,6,1,-1
91685.018146058,-1367716,-20,38,10,1,-1
236782.5,173695.6,-0.39968,38,14,2,-1
217989.9,381451.6,-20,38,10,2,-1
24672.45,-183126.4,-30,2,6,1,-1
6633.99,-361534.4,4,38,10,1,-1
4418.49,-2049.828,-0.39968,38,10,1,-1
115167.6,-1275864,-20,2,10,2,-1
91685.018146058,-153278.608486739,-8,38,10,2,1
30632.4,37678,12,38,10,1,-1
183180,-42360,-0.39968,38,5,1,-1
154767,-184256,24,38,10,1,-1
80578.8,444900,-30,2,10,2,-1
192989.1,95128.8,-26,37,8,1,-1
38999.1,244431.2,16,38,10,2,-1
20142.24,-701480,4,38,6,1,-1
227069.7,77771.6,-0.39968,38,10,2,-1
70897.2,160146.4,34,26,5,2,-1
9483,40038,4,38,10,2,-1
26110.53,-1687576,-20,7,5,2,-1
86466.91,361240,-24,38,10,1,-1
9115.47,52198.4,-0.39968,23,1,2,-1
38046,-1134528,4,38,9,2,1
153402.3,86968.4,-22,38,10,1,-1
311367,235772,12,14,8,1,-1
5675.28,-18007.56,-30,2,10,1,-1
91685.018146058,-1992576,-0.39968,38,10,2,-1
66451.8,201034.4,54,2,5,1,-1
225768,90047.2,-0.39968,7,5,1,1
321351,-386196.8,-0.39968,38,10,1,-1
61960.2,-494652,4,38,10,2,-1
7838.43,32596.56,16,38,9,1,-1
16625.4,-80072,-20,4,5,1,-1
436872,-86400,4,38,10,2,-1
229968.6,167975.2,-18,38,10,1,-1
94828.5,50850.4,60,2,10,1,1
168991.8,107902.4,-18,38,10,1,1
76400.7,170900.8,-22,2,5,2,-1
219763.2,112726.4,-8,38,10,2,-1
39838.2,-196265.6,4,38,10,2,-1
14640.99,-103476.8,4,38,10,2,-1
102795,528028,-0.39968,2,5,1,-1
234295.8,34274.56,-28,38,10,2,-1
203745.3,58095.2,-30,38,10,2,-1
84368.7,-1000872,-20,38,10,2,-1
53901.3,-120038.8,-0.39968,38,6,1,-1
27535.77,-1506852,6,38,10,2,1
52992,-46468.4,-26,26,5,2,-1
139541.4,119275.2,-4,38,10,2,1
54122.7,356231.6,4,38,10,1,-1
36532.5,-963444,-0.39968,38,10,1,-1
186212.1,170844.8,4,38,10,1,-1
4578.06,43597.2,-0.39968,7,5,1,-1
183429.6,99458,4,7,5,1,-1
217706.1,181197.2,-26,38,10,1,-1
12873.18,-76552.8,40,38,10,2,-1
210976.5,1473344,-0.39968,38,10,1,-1
87132,104652,8,38,10,2,-1
53396.7,75207.6,4,38,5,1,-1
198702,178998.4,8,38,10,1.4655,-1
114508.5,108156.4,-24,2,6,2,-1
91685.018146058,-1785052,-30,38,10,1,-1
114368.7,357194.8,4,14,8,2,-1
91685.018146058,-1075484,-0.39968,38,6,1,-1
3633.06,104830,-0.39968,38,10,2,-1
161471.1,13467.44,-18,38,10,1,-1
10798.14,-1235132,-30,38,10,1,-1
124653.3,-508344,-18,38,10,2,-1
99207.3,-35924.28,-0.39968,38,10,2,-1
24803.73,-91637.6,30,2,11,2,-1
221387.4,157084,-24,38,10,1,-1
258316.2,-272067.2,-24,38,10,1,-1
129776.4,194078.4,-0.39968,38,10,1,-1
93484.2,97384,-0.39968,38,10,2,-1
91685.018146058,-153278.608486739,4,38,10,1,-1
91685.018146058,-1606168,-20,38,10,2,-1
91685.018146058,-1710700,-14,38,10,2,-1
13633.2,-34402.56,-0.39968,16,5,2,-1
130373.1,101292,4,38,5,1,-1
206340.6,110139.6,4,38,10,1,1
220406.4,-166366.4,4,38,10,1,-1
222335.4,-376302.4,-12,38,10,2,-1
154901.7,50247.2,-28,38,10,1,-1
91685.018146058,-334946.4,4,38,10,1,-1
153457.5,70947.6,26,38,10,1,-1
145404,141745.2,-0.39968,2,5,2,-1
262280.4,-47549.2,-20,38,10,2,-1
91685.018146058,387598,4,38,10,1,-1
221770.5,311187.2,6,38,6,1,-1
10805.49,-607548,-0.39968,7,5,2,-1
118987.5,100176.8,-28,7,6,1,-1
3675.87,2494.856,58,38,9,1,-1
91685.018146058,-1944108,4,38,10,1,-1
6643.021,-1900,-8,38,10,1,-1
2048.304,-606.428,12,38,10,2,-1
6663.36,-1983000,4,14,8,1,-1
23256.69,-56814,10,38,10,2,-1
25125.48,-189246.4,30,2,10,1,-1
4435.68,-53325.2,4,38,10,2,-1
98703.3,-330092.4,10,38,10,1,-1
2810.22,-94334,4,38,6,1,-1
3134.55,-25029.16,-30,7,5,2,-1
4852.77,-1634756,4,38,10,1,-1
116193.6,-561696,-0.39968,38,10,2,-1
91685.018146058,-132742,-18,38,5,1,-1
22933.74,691688,-0.39968,38,10,1,1
199935.3,76322.8,22,38,9,1,-1
36090.9,192278.8,-0.39968,38,10,1,-1
222180,-153278.608486739,-0.39968,38,10,1,-1
210385.5,128521.2,6,38,10,2,-1
91685.018146058,-1180228,-0.39968,38,10,1,-1
8367.99,-4807.16,4,2,10,2,-1
214967.7,-62833.2,-10,2,10,1,-1
42718.8,53091.6,-30,37,5,1,-1
46113.9,135238,-0.39968,16,5,1,-1
35251.5,218649.6,4,38,10,1,-1
248367.9,-301494,-2,38,10,2,-1
202929,88340.4,-0.39968,38,10,1,-1
27975.36,237117.2,-0.39968,38,10,2,1
165058.2,668616,4,38,10,1,1
209921.4,115770.4,-0.39968,38,10,1,-1
22432.2,95022.4,4,38,10,2,-1
29375.07,-42517.2,46,7,5,1,-1
91685.018146058,-774388,-18,38,10,1,-1
155644.5,71601.2,-0.39968,38,5,1,-1
91685.018146058,-642100,-12,38,10,2,-1
190277.7,73015.6,-0.39968,38,10,2,-1
90160.2,-68078,4,38,10,1.4655,1
225232.2,118592,-20,38,10,1,-1
143762.1,-674136,-0.39968,38,10,2,-1
91685.018146058,-952000,-14,38,10,1,-1
18257.76,8894.84,36,38,10,1.4655,1
98171.09,622628,4,38,10,1,-1
169281.6,987664,-0.39968,2,10,2,-1
21013.47,24372.8,-0.39968,38,10,1,-1
91685.018146058,-1248172,-18,38,10,1,-1
201862.2,64590.8,-22,38,10,2,1
180599.7,49688.8,-0.39968,7,5,1,-1
196777.5,-3143148,4,13,11,2,-1
231019.2,128745.2,-28,38,10,2,-1
167823.6,192306,-4,38,10,2,-1
6035.31,-153278.608486739,6,38,10,2,-1
22769.43,-301375.6,-0.39968,38,10,1,-1
3905.1,-23663.84,38,2,10,1,-1
91685.018146058,-153278.608486739,14,38,10,1,-1
26217.45,-84373.2,-26,38,10,1,-1
127096.2,628656,4,38,10,2,-1
91138.8,192908.4,4,38,10,1,-1
194224.5,132043.6,22,38,10,1,-1
50563.5,1490356,4,38,9,1,-1
224585.7,117153.6,4,38,10,1,-1
91685.018146058,383668.8,-26,38,10,1,-1
79095.59,175859.2,-30,38,10,2,-1
82345.2,261886.8,10,2,5,2,-1
200934.3,37652.56,4,38,10,2,-1
29569.08,41532.8,26,38,10,1,-1
87947.41,115122.4,-0.39968,16,5,2,-1
30678.3,-43104,4,2,5,1,-1
15361.56,-1433172,-0.39968,38,10,2,-1
125554.8,91616.4,-30,38,10,1,-1
2230.362,183858,14,38,6,1,-1
223597.2,6106.16,-28,38,10,2,-1
196909.2,68550.4,-8,38,10,1,-1
19838.04,69855.2,8,38,10,1,-1
72968.7,1828732,4,2,10,2,1
3310.98,10220.56,-0.39968,2,10,2,-1
3475.26,-3499.856,-0.39968,38,10,1,-1
19440.99,300908,-0.39968,38,10,1,-1
154070.1,113912.4,-0.39968,2,5,1,-1
64547.7,122257.2,-26,38,10,1,-1
254212.8,25261.56,4,13,9,1,-1
215311.5,108259.6,-0.39968,2,6,2,-1
221582.4,117294,-30,38,10,1,-1
3545.49,-1525936,-22,38,10,2,-1
15441.75,123961.6,4,38,10,2,-1
1859.121,-30037.72,4,38,10,1,-1
91685.018146058,-617188,-14,38,8,2,-1
55052.7,465712,-24,38,10,1,-1
91685.018146058,-3314920,-20,38,10,2,-1
91685.018146058,-2044816,-16,38,10,2,-1
14656.11,165120.4,16,38,6,1,-1
26308.41,-447428,-14,38,10,1,-1
189941.1,-17908.72,4,38,10,2,-1
141166.2,233671.6,-26,38,10,1.4655,-1
91685.018146058,-216003.2,-30,38,6,1,-1
72769.2,666888,-0.39968,38,10,2,-1
159434.1,78861.2,12,38,6,2,1
44737.2,-110690,-30,38,10,1,-1
149381.1,-8929.28,-0.39968,2,10,1,-1
224143.5,233466.4,-0.39968,2,11,2,-1
5053.44,-423280,-0.39968,38,10,1,-1
222906.3,344440,-28,7,8,2,-1
146986.8,95441.2,-0.39968,38,10,2,-1
207808.8,1245344,-0.39968,38,10,2,1
235817.1,97537.2,32,38,10,1,-1
197213.7,-153278.608486739,40,7,11,1,-1
9387.96,-173820.8,4,38,10,1,-1
155735.7,356946.4,4,38,10,1,1
212398.2,-30159.56,-0.39968,37,5,1,-1
4902.84,-1748440,-22,38,6,1,-1
14782.77,-7023.72,-0.39968,2,10,2,-1
4321.98,-102542,-0.39968,7,6,1,1
3969.84,-1516392,-18,44,5,2,-1
4596.03,-12619.28,24,44,5,1,-1
196156.5,159780.8,-24,38,10,2,-1
56433.3,-99198,32,38,10,1,-1
5825.76,-705.428,32,14,8,1,-1
8624.43,-69818.8,-30,38,10,2,-1
4151.58,-1439276,-16,2,10,2,-1
91685.018146058,46898,4,38,10,1,-1
215523,187117.2,8,38,10,1,-1
46922.1,120582,24,38,5,2,-1
193973.7,54228.8,4,38,10,1,-1
91685.018146058,-1422464,-16,38,5,2,-1
7417.86,302862.4,4,38,10,1,-1
130400.1,82482.4,58,2,10,2,-1
91685.018146058,-2756512,-18,38,10,2,-1
21072.75,123703.2,-0.39968,38,10,1,-1
86742.59,315061.6,-26,4,5,1,-1
211497,-576032,-22,2,10,2,-1
141039,630224,-20,38,10,2,-1
194769.6,-106540,-0.39968,38,10,2,-1
8252.729,-1821348,-0.39968,32,3,2,1
23960.16,128388.8,-0.39968,38,10,2,-1
91685.018146058,-198208,-20,38,6,1,-1
4289.7,-482876,16,38,10,2,-1
91685.018146058,-15022,-18,38,10,1,-1
19237.44,-251507.2,4,38,10,2,1
30670.2,60367.2,-0.39968,32,6,2,-1
34840.8,186233.6,-0.39968,38,10,2,-1
175566.9,136817.6,-0.39968,38,10,2,-1
7486.17,-51339.6,-0.39968,38,6,1,-1
133271.7,111589.2,-26,38,10,1,1
174905.4,1178900,-28,38,9,1,-1
203283,9537640,-20,38,10,2,1
3695.91,-82172.8,-0.39968,16,5,1,-1
136422.3,138310,-0.39968,38,10,2,1
205842.3,-162010,-0.39968,2,5,1,-1
324111,-24251.44,4,38,10,2,-1
129548.4,94348.4,-0.39968,18,10,2,-1
91685.018146058,192626,-14,38,10,2,-1
212658.6,153668.8,8,38,10,2,-1
202549.8,-190504.4,-0.39968,38,10,2,-1
21488.7,-585784,-0.39968,38,10,1,-1
9053.311,-656056,20,38,10,2,-1
80067.59,-199914,32,7,11,2,-1
91685.018146058,-1293252,4,38,10,1,1
33155.4,11305.72,24,38,10,1,-1
2592.915,-296246,4,25,10,1,-1
194089.2,139982.4,-30,38,5,1,-1
6922.74,-30219.56,-0.39968,26,5,1,-1
173065.8,-177247.6,-0.39968,38,10,2,-1
237876.9,2513,6,38,10,2,-1
91685.018146058,-193606.4,4,38,10,1,-1
91685.018146058,-4135840,-20,38,6,2,-1
27748.62,51540.4,-30,2,5,2,-1
91369.2,-87505.6,6,38,10,1.4655,1
107871.3,243852.4,-0.39968,38,6,1,-1
27437.31,-37746.72,-0.39968,7,5,1,-1
123076.8,315788,-24,38,10,1,-1
82302,-106092.8,56,38,10,2,-1
211427.4,165441.6,-20,2,10,2,-1
1722.024,-19077,14,38,10,2,-1
13398.03,543572,-24,38,1,1,-1
7597.56,-379465.2,-22,38,10,1,-1
